20190626 15:58:49;nieuws;mwage;DELETE1 Het nieuwsbericht met id 14 is verwijderd uit tabel nieuws
20191129 13:57:57;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='' AND week='' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 13:57:57;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 13:58:43;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 13:58:43;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 13:58:43;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 13:58:43;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 13:58:43;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 13:58:43;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 13:58:43;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 13:58:43;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 13:58:43;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 13:58:43;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 13:58:43;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 13:58:43;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 13:58:43;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 13:58:43;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 13:58:43;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 13:58:43;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 13:58:43;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 13:58:43;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 13:58:43;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 13:58:43;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:00:09;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:00:09;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:00:09;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:00:09;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:00:09;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:00:09;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:00:09;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:00:09;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:00:09;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:00:09;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:00:09;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:00:09;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:00:09;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:00:09;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:00:09;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:00:09;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:00:09;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:00:09;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:00:09;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:00:09;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:42;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:42;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:42;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:42;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:42;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:42;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:42;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:42;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:42;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:42;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:42;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:42;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:42;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:42;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:42;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:42;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:42;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:42;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:42;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:42;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:56;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:56;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:56;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:56;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:56;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:56;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:56;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:56;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:56;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:56;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:56;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:56;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:56;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:56;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:56;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:56;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:56;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:56;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:03:56;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:03:56;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:29;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:29;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:29;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:29;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:29;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:29;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:29;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:29;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:29;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:29;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:29;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:29;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:29;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:29;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:29;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:29;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:29;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:29;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:29;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:29;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:32;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:32;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:32;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:32;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:32;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:32;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:32;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:32;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:32;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:32;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:32;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:32;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:32;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:32;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:32;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:32;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:32;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:32;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:04:32;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:04:32;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:05:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:05:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:05:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:05:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:05:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:05:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:05:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:05:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:05:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:05:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:05:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:05:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:05:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:05:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:05:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:05:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:05:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:05:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:05:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:05:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:58;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:58;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:58;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:58;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:58;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:58;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:58;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:58;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:58;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:58;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:58;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:58;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:58;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:58;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:58;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:58;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:58;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:58;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:19:58;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:19:58;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:24:40;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:24:40;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:24:40;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:24:40;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:24:40;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:24:40;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:24:40;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:24:40;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:24:40;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:24:40;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:24:40;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:24:40;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:24:40;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:24:40;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:24:40;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:24:40;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:24:40;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:24:40;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:24:40;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:24:40;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:29:39;logout;mwage;User is succesvol uitgelogd
20191129 14:29:45;login;demo2;User demo2 is succesvol ingelogd.
20191129 14:29:45;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:29:45;index;demo2;Totaal aantal rijen uit de select-query: 1
20191129 14:29:45;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:29:45;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:29:45;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:29:45;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:29:45;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:29:45;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:29:45;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:29:45;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:29:45;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:29:45;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:29:45;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:29:45;index;demo2;Totaal aantal rijen uit de select-query: 0
